REF_AREA_LABEL,INDEX_COMP_LABEL,INDICATOR_LABEL,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Belize,Non-communicable diseases,Universal health coverage (UHC) service coverage index,69.0,70.0,70.0,71.0,71.0,71.0,72.0,72.0,72.0,72.0,72.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0
Algeria,Non-communicable diseases,Universal health coverage (UHC) service coverage index,60.0,60.0,60.0,60.0,61.0,61.0,61.0,61.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,61.0,61.0,61.0,61.0,61.0,61.0,60.0,60.0,60.0
New Zealand,Infectious diseases,Universal health coverage (UHC) service coverage index,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Brazil,Infectious diseases,Universal health coverage (UHC) service coverage index,73.0,74.0,75.0,76.0,77.0,77.0,78.0,79.0,80.0,81.0,82.0,82.0,83.0,84.0,85.0,86.0,86.0,87.0,88.0,89.0,89.0,90.0,91.0,92.0
Papua New Guinea,Non-communicable diseases,Universal health coverage (UHC) service coverage index,22.0,23.0,24.0,25.0,25.0,26.0,27.0,28.0,28.0,29.0,30.0,30.0,31.0,32.0,32.0,33.0,33.0,34.0,35.0,35.0,36.0,36.0,36.0,37.0
Burkina Faso,Full index,Universal health coverage (UHC) service coverage index,19.0,18.0,17.0,16.0,16.0,19.0,23.0,24.0,24.0,25.0,32.0,34.0,34.0,38.0,39.0,39.0,41.0,42.0,39.0,40.0,42.0,45.0,48.0,47.0
South Africa,Infectious diseases,Universal health coverage (UHC) service coverage index,40.0,41.0,43.0,44.0,46.0,49.0,52.0,55.0,57.0,59.0,61.0,64.0,65.0,67.0,68.0,69.0,71.0,72.0,73.0,74.0,75.0,75.0,76.0,77.0
Bolivia,Service capacity and access,Universal health coverage (UHC) service coverage index,48.0,48.0,46.0,44.0,42.0,39.0,36.0,32.0,33.0,34.0,35.0,37.0,46.0,50.0,52.0,57.0,62.0,61.0,59.0,57.0,56.0,57.0,62.0,56.0
Denmark,Service capacity and access,Universal health coverage (UHC) service coverage index,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,91.0,93.0,95.0,97.0,97.0,96.0,97.0,99.0,98.0,98.0,98.0,99.0,99.0
Malta,Infectious diseases,Universal health coverage (UHC) service coverage index,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Uganda,Service capacity and access,Universal health coverage (UHC) service coverage index,22.0,22.0,22.0,22.0,22.0,27.0,27.0,27.0,26.0,26.0,28.0,33.0,30.0,36.0,35.0,37.0,37.0,36.0,32.0,37.0,39.0,41.0,42.0,41.0
Sweden,"Reproductive, maternal, newborn, and child health",Universal health coverage (UHC) service coverage index,86.0,86.0,87.0,87.0,87.0,87.0,88.0,88.0,88.0,89.0,89.0,89.0,89.0,89.0,89.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,89.0,90.0
Singapore,"Reproductive, maternal, newborn, and child health",Universal health coverage (UHC) service coverage index,80.0,80.0,80.0,80.0,80.0,80.0,80.0,81.0,81.0,81.0,81.0,81.0,82.0,82.0,82.0,82.0,83.0,83.0,83.0,83.0,84.0,84.0,84.0,84.0
Ireland,Full index,Universal health coverage (UHC) service coverage index,72.0,73.0,73.0,74.0,75.0,75.0,76.0,76.0,77.0,77.0,78.0,78.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,82.0,81.0,82.0
San Marino,Full index,Universal health coverage (UHC) service coverage index,70.0,71.0,71.0,71.0,72.0,72.0,73.0,73.0,73.0,74.0,74.0,75.0,75.0,76.0,77.0,77.0,78.0,78.0,74.0,74.0,74.0,74.0,74.0,74.0
Monaco,"Reproductive, maternal, newborn, and child health",Universal health coverage (UHC) service coverage index,89.0,89.0,89.0,89.0,90.0,90.0,90.0,90.0,90.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0
Côte d’Ivoire,Service capacity and access,Universal health coverage (UHC) service coverage index,23.0,23.0,23.0,23.0,23.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,25.0,28.0,29.0,27.0,28.0,30.0,25.0,23.0,24.0,26.0,26.0,26.0
Japan,Service capacity and access,Universal health coverage (UHC) service coverage index,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,100.0,100.0,100.0,99.0,100.0,100.0,100.0,99.0,98.0,98.0,99.0,100.0,100.0
Sierra Leone,Service capacity and access,Universal health coverage (UHC) service coverage index,12.0,12.0,12.0,12.0,12.0,12.0,11.0,11.0,11.0,11.0,11.0,19.0,26.0,30.0,29.0,26.0,24.0,28.0,23.0,24.0,17.0,25.0,29.0,29.0
Romania,Service capacity and access,Universal health coverage (UHC) service coverage index,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,91.0,92.0,92.0,91.0,90.0,88.0,88.0,86.0,86.0,85.0
South Africa,Full index,Universal health coverage (UHC) service coverage index,54.0,54.0,55.0,56.0,57.0,58.0,59.0,60.0,61.0,62.0,63.0,64.0,65.0,65.0,67.0,68.0,68.0,68.0,67.0,67.0,68.0,72.0,75.0,74.0
Russian Federation,Non-communicable diseases,Universal health coverage (UHC) service coverage index,41.0,42.0,43.0,44.0,45.0,46.0,47.0,48.0,49.0,50.0,51.0,51.0,52.0,53.0,53.0,54.0,55.0,55.0,56.0,56.0,57.0,57.0,58.0,58.0
North Macedonia,Service capacity and access,Universal health coverage (UHC) service coverage index,76.0,76.0,77.0,76.0,76.0,75.0,77.0,78.0,78.0,78.0,78.0,78.0,84.0,90.0,96.0,96.0,97.0,97.0,86.0,84.0,87.0,87.0,87.0,88.0
Tunisia,Infectious diseases,Universal health coverage (UHC) service coverage index,78.0,78.0,79.0,80.0,81.0,82.0,83.0,84.0,85.0,86.0,86.0,87.0,88.0,89.0,90.0,91.0,92.0,93.0,94.0,94.0,95.0,96.0,97.0,98.0
Côte d’Ivoire,Full index,Universal health coverage (UHC) service coverage index,26.0,25.0,25.0,24.0,24.0,24.0,26.0,29.0,31.0,31.0,31.0,36.0,37.0,37.0,43.0,44.0,44.0,47.0,46.0,45.0,43.0,46.0,46.0,46.0
Bosnia and Herzegovina,"Reproductive, maternal, newborn, and child health",Universal health coverage (UHC) service coverage index,38.0,38.0,38.0,38.0,38.0,39.0,39.0,40.0,40.0,41.0,42.0,42.0,43.0,44.0,45.0,46.0,47.0,48.0,49.0,50.0,51.0,52.0,52.0,53.0
Albania,Service capacity and access,Universal health coverage (UHC) service coverage index,74.0,73.0,72.0,72.0,72.0,72.0,74.0,75.0,75.0,75.0,74.0,75.0,76.0,75.0,74.0,73.0,72.0,75.0,81.0,85.0,90.0,91.0,97.0,98.0
Namibia,"Reproductive, maternal, newborn, and child health",Universal health coverage (UHC) service coverage index,63.0,65.0,66.0,68.0,70.0,72.0,73.0,75.0,75.0,74.0,74.0,74.0,74.0,74.0,74.0,75.0,75.0,75.0,75.0,75.0,76.0,76.0,75.0,75.0
Mali,Full index,Universal health coverage (UHC) service coverage index,24.0,23.0,23.0,24.0,25.0,26.0,30.0,31.0,34.0,35.0,37.0,37.0,36.0,36.0,36.0,37.0,37.0,38.0,41.0,42.0,42.0,42.0,41.0,41.0
China,"Reproductive, maternal, newborn, and child health",Universal health coverage (UHC) service coverage index,84.0,84.0,85.0,85.0,86.0,86.0,87.0,87.0,87.0,88.0,88.0,88.0,89.0,89.0,89.0,89.0,90.0,90.0,90.0,90.0,91.0,91.0,91.0,91.0
Austria,Service capacity and access,Universal health coverage (UHC) service coverage index,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,99.0,98.0,97.0,97.0,95.0,95.0,88.0,84.0,88.0,88.0,89.0,88.0,88.0
Guinea-Bissau,Full index,Universal health coverage (UHC) service coverage index,25.0,25.0,26.0,30.0,29.0,29.0,35.0,35.0,34.0,36.0,37.0,42.0,42.0,40.0,42.0,45.0,43.0,45.0,44.0,42.0,44.0,44.0,43.0,43.0
Afghanistan,Full index,Universal health coverage (UHC) service coverage index,30.0,31.0,32.0,33.0,34.0,35.0,35.0,36.0,36.0,37.0,38.0,36.0,37.0,38.0,38.0,38.0,39.0,40.0,42.0,42.0,42.0,42.0,42.0,42.0
Bangladesh,"Reproductive, maternal, newborn, and child health",Universal health coverage (UHC) service coverage index,39.0,39.0,39.0,39.0,38.0,42.0,46.0,50.0,51.0,51.0,52.0,53.0,53.0,55.0,59.0,59.0,60.0,59.0,58.0,62.0,63.0,65.0,65.0,66.0
Eritrea,Full index,Universal health coverage (UHC) service coverage index,24.0,25.0,27.0,29.0,31.0,32.0,33.0,35.0,36.0,37.0,37.0,39.0,39.0,39.0,39.0,38.0,38.0,41.0,40.0,41.0,41.0,39.0,40.0,40.0
Mauritius,Non-communicable diseases,Universal health coverage (UHC) service coverage index,55.0,55.0,56.0,57.0,57.0,58.0,59.0,59.0,60.0,60.0,61.0,62.0,62.0,63.0,64.0,65.0,65.0,66.0,66.0,67.0,67.0,68.0,68.0,68.0
Gabon,Non-communicable diseases,Universal health coverage (UHC) service coverage index,57.0,58.0,58.0,59.0,59.0,60.0,60.0,61.0,61.0,61.0,62.0,62.0,62.0,63.0,63.0,63.0,63.0,63.0,63.0,64.0,63.0,63.0,63.0,63.0
South Africa,"Reproductive, maternal, newborn, and child health",Universal health coverage (UHC) service coverage index,73.0,73.0,74.0,75.0,75.0,76.0,77.0,77.0,77.0,76.0,76.0,75.0,75.0,75.0,76.0,75.0,75.0,75.0,76.0,76.0,76.0,76.0,76.0,76.0
Chile,Service capacity and access,Universal health coverage (UHC) service coverage index,68.0,68.0,68.0,68.0,69.0,69.0,69.0,69.0,69.0,69.0,73.0,77.0,73.0,79.0,82.0,84.0,89.0,93.0,90.0,91.0,91.0,90.0,92.0,94.0
Haiti,Service capacity and access,Universal health coverage (UHC) service coverage index,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,31.0,31.0,35.0,31.0,35.0,35.0,35.0,36.0,38.0,44.0,46.0,45.0
Fiji,Full index,Universal health coverage (UHC) service coverage index,60.0,60.0,60.0,61.0,61.0,61.0,61.0,61.0,61.0,62.0,63.0,64.0,66.0,71.0,71.0,71.0,70.0,70.0,69.0,70.0,69.0,69.0,68.0,69.0
Uzbekistan,Non-communicable diseases,Universal health coverage (UHC) service coverage index,53.0,54.0,54.0,55.0,56.0,57.0,57.0,58.0,59.0,59.0,60.0,60.0,60.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0
Montenegro,Non-communicable diseases,Universal health coverage (UHC) service coverage index,44.0,45.0,45.0,45.0,46.0,46.0,46.0,47.0,47.0,47.0,47.0,48.0,48.0,48.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0
Cameroon,Service capacity and access,Universal health coverage (UHC) service coverage index,51.0,51.0,51.0,51.0,51.0,33.0,34.0,34.0,34.0,33.0,36.0,48.0,47.0,51.0,50.0,45.0,39.0,38.0,32.0,34.0,37.0,28.0,38.0,40.0
Suriname,Service capacity and access,Universal health coverage (UHC) service coverage index,51.0,59.0,65.0,70.0,75.0,73.0,71.0,69.0,66.0,64.0,63.0,62.0,64.0,68.0,70.0,70.0,71.0,71.0,75.0,77.0,77.0,70.0,66.0,62.0
Niger,Non-communicable diseases,Universal health coverage (UHC) service coverage index,51.0,51.0,52.0,52.0,52.0,53.0,53.0,54.0,54.0,55.0,56.0,57.0,57.0,58.0,59.0,60.0,61.0,62.0,62.0,63.0,63.0,64.0,64.0,64.0
Indonesia,Full index,Universal health coverage (UHC) service coverage index,44.0,45.0,46.0,46.0,47.0,48.0,49.0,49.0,50.0,51.0,51.0,52.0,54.0,56.0,58.0,59.0,60.0,63.0,63.0,65.0,66.0,66.0,68.0,67.0
Malta,Full index,Universal health coverage (UHC) service coverage index,75.0,75.0,76.0,76.0,76.0,77.0,77.0,77.0,77.0,78.0,78.0,79.0,80.0,81.0,81.0,82.0,82.0,82.0,80.0,81.0,81.0,82.0,82.0,82.0
Lebanon,"Reproductive, maternal, newborn, and child health",Universal health coverage (UHC) service coverage index,65.0,65.0,65.0,65.0,65.0,66.0,66.0,67.0,67.0,68.0,68.0,68.0,68.0,68.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,68.0,68.0,68.0
"Bahamas, The",Service capacity and access,Universal health coverage (UHC) service coverage index,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,83.0,84.0,84.0,85.0,83.0,91.0,86.0,79.0,85.0,87.0,82.0,82.0,84.0
Montenegro,"Reproductive, maternal, newborn, and child health",Universal health coverage (UHC) service coverage index,55.0,55.0,55.0,55.0,55.0,55.0,55.0,56.0,56.0,57.0,57.0,57.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,59.0,59.0,59.0,60.0
"Egypt, Arab Rep.",Non-communicable diseases,Universal health coverage (UHC) service coverage index,62.0,62.0,62.0,62.0,62.0,62.0,63.0,63.0,63.0,62.0,62.0,62.0,62.0,62.0,61.0,61.0,61.0,60.0,60.0,60.0,59.0,59.0,59.0,58.0
Oman,Service capacity and access,Universal health coverage (UHC) service coverage index,85.0,85.0,86.0,86.0,87.0,88.0,89.0,90.0,90.0,90.0,89.0,94.0,88.0,84.0,82.0,85.0,85.0,82.0,85.0,81.0,80.0,78.0,78.0,77.0
Colombia,"Reproductive, maternal, newborn, and child health",Universal health coverage (UHC) service coverage index,66.0,68.0,69.0,71.0,73.0,74.0,75.0,76.0,77.0,77.0,78.0,78.0,78.0,79.0,79.0,80.0,80.0,80.0,80.0,81.0,80.0,80.0,81.0,81.0
Equatorial Guinea,Full index,Universal health coverage (UHC) service coverage index,24.0,24.0,23.0,23.0,24.0,25.0,27.0,33.0,35.0,35.0,35.0,34.0,41.0,42.0,42.0,44.0,46.0,46.0,47.0,48.0,50.0,50.0,49.0,49.0
Mozambique,Full index,Universal health coverage (UHC) service coverage index,23.0,23.0,23.0,23.0,24.0,26.0,27.0,30.0,33.0,33.0,33.0,37.0,37.0,38.0,41.0,45.0,43.0,46.0,46.0,46.0,48.0,47.0,49.0,50.0
Rwanda,Full index,Universal health coverage (UHC) service coverage index,18.0,19.0,21.0,21.0,20.0,22.0,31.0,36.0,36.0,38.0,44.0,45.0,47.0,50.0,51.0,50.0,52.0,56.0,57.0,55.0,56.0,55.0,58.0,59.0
Finland,Full index,Universal health coverage (UHC) service coverage index,77.0,78.0,78.0,79.0,79.0,80.0,80.0,81.0,81.0,82.0,82.0,83.0,84.0,84.0,85.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0
Liberia,Non-communicable diseases,Universal health coverage (UHC) service coverage index,51.0,52.0,53.0,53.0,54.0,55.0,57.0,58.0,58.0,59.0,60.0,61.0,62.0,63.0,64.0,65.0,65.0,66.0,67.0,68.0,69.0,69.0,70.0,70.0
Sudan,Non-communicable diseases,Universal health coverage (UHC) service coverage index,51.0,51.0,51.0,52.0,52.0,52.0,52.0,52.0,52.0,53.0,53.0,53.0,53.0,53.0,53.0,54.0,54.0,54.0,54.0,55.0,54.0,54.0,54.0,54.0
Madagascar,"Reproductive, maternal, newborn, and child health",Universal health coverage (UHC) service coverage index,40.0,42.0,43.0,44.0,46.0,47.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,49.0,49.0,49.0,50.0,50.0,52.0,54.0,56.0,58.0,58.0,59.0
Argentina,Service capacity and access,Universal health coverage (UHC) service coverage index,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,89.0,91.0,93.0,94.0,91.0,89.0,86.0,85.0,86.0,87.0,88.0,86.0
Uruguay,Service capacity and access,Universal health coverage (UHC) service coverage index,74.0,74.0,74.0,77.0,80.0,80.0,79.0,79.0,78.0,82.0,96.0,96.0,96.0,96.0,95.0,94.0,94.0,95.0,95.0,94.0,93.0,87.0,89.0,91.0
Tunisia,Non-communicable diseases,Universal health coverage (UHC) service coverage index,45.0,46.0,47.0,48.0,48.0,49.0,50.0,51.0,51.0,52.0,52.0,53.0,54.0,54.0,54.0,55.0,55.0,55.0,56.0,56.0,56.0,57.0,57.0,57.0
Lao PDR,Full index,Universal health coverage (UHC) service coverage index,33.0,35.0,36.0,37.0,39.0,40.0,41.0,43.0,44.0,45.0,47.0,49.0,49.0,52.0,54.0,55.0,57.0,57.0,56.0,58.0,59.0,60.0,62.0,64.0
Grenada,"Reproductive, maternal, newborn, and child health",Universal health coverage (UHC) service coverage index,73.0,73.0,73.0,73.0,73.0,74.0,73.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,75.0,75.0,75.0,74.0,74.0,74.0,74.0
North Macedonia,Infectious diseases,Universal health coverage (UHC) service coverage index,89.0,89.0,89.0,89.0,89.0,89.0,90.0,90.0,91.0,92.0,92.0,93.0,93.0,94.0,95.0,95.0,96.0,97.0,97.0,98.0,98.0,99.0,99.0,99.0
Madagascar,Service capacity and access,Universal health coverage (UHC) service coverage index,17.0,15.0,16.0,16.0,16.0,17.0,15.0,15.0,15.0,15.0,15.0,14.0,14.0,16.0,16.0,17.0,17.0,18.0,15.0,16.0,17.0,18.0,19.0,19.0
St. Lucia,"Reproductive, maternal, newborn, and child health",Universal health coverage (UHC) service coverage index,72.0,74.0,73.0,74.0,74.0,74.0,74.0,74.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,76.0,76.0,75.0,76.0,76.0,76.0,76.0,76.0,76.0
Slovenia,"Reproductive, maternal, newborn, and child health",Universal health coverage (UHC) service coverage index,73.0,73.0,74.0,75.0,75.0,76.0,77.0,78.0,78.0,79.0,80.0,81.0,81.0,82.0,82.0,82.0,83.0,83.0,84.0,84.0,84.0,84.0,84.0,85.0
Austria,Full index,Universal health coverage (UHC) service coverage index,71.0,72.0,73.0,74.0,75.0,76.0,77.0,78.0,79.0,79.0,80.0,81.0,82.0,82.0,83.0,83.0,83.0,82.0,81.0,82.0,83.0,84.0,84.0,84.0
Cameroon,"Reproductive, maternal, newborn, and child health",Universal health coverage (UHC) service coverage index,31.0,34.0,37.0,40.0,43.0,42.0,42.0,41.0,41.0,40.0,40.0,39.0,39.0,39.0,39.0,39.0,40.0,40.0,40.0,40.0,40.0,41.0,41.0,42.0
Lesotho,Full index,Universal health coverage (UHC) service coverage index,31.0,32.0,32.0,33.0,35.0,37.0,39.0,41.0,42.0,43.0,44.0,47.0,49.0,52.0,53.0,55.0,56.0,57.0,55.0,53.0,55.0,55.0,55.0,55.0
Kuwait,Full index,Universal health coverage (UHC) service coverage index,79.0,79.0,79.0,79.0,79.0,79.0,80.0,80.0,80.0,81.0,81.0,82.0,82.0,83.0,83.0,83.0,83.0,83.0,80.0,83.0,83.0,83.0,84.0,84.0
Dominica,Infectious diseases,Universal health coverage (UHC) service coverage index,63.0,64.0,66.0,67.0,69.0,70.0,71.0,73.0,74.0,75.0,76.0,78.0,79.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0
Armenia,Infectious diseases,Universal health coverage (UHC) service coverage index,88.0,88.0,88.0,89.0,89.0,89.0,89.0,90.0,90.0,90.0,90.0,90.0,91.0,91.0,91.0,91.0,92.0,92.0,92.0,92.0,93.0,93.0,93.0,93.0
Myanmar,Service capacity and access,Universal health coverage (UHC) service coverage index,38.0,38.0,38.0,38.0,38.0,38.0,39.0,40.0,41.0,42.0,44.0,49.0,47.0,49.0,49.0,52.0,52.0,49.0,48.0,49.0,44.0,38.0,39.0,39.0
Vietnam,Full index,Universal health coverage (UHC) service coverage index,52.0,53.0,54.0,56.0,57.0,58.0,60.0,61.0,63.0,64.0,65.0,65.0,66.0,68.0,70.0,71.0,71.0,72.0,69.0,70.0,71.0,71.0,70.0,71.0
Eritrea,Infectious diseases,Universal health coverage (UHC) service coverage index,4.0,5.0,6.0,8.0,10.0,11.0,12.0,14.0,16.0,17.0,17.0,19.0,19.0,17.0,16.0,15.0,15.0,21.0,22.0,20.0,20.0,19.0,18.0,17.0
Sierra Leone,Non-communicable diseases,Universal health coverage (UHC) service coverage index,28.0,30.0,32.0,34.0,36.0,38.0,40.0,42.0,44.0,45.0,47.0,49.0,50.0,52.0,53.0,55.0,56.0,57.0,58.0,60.0,60.0,61.0,61.0,62.0
Thailand,Service capacity and access,Universal health coverage (UHC) service coverage index,55.0,55.0,56.0,57.0,58.0,58.0,58.0,58.0,59.0,59.0,64.0,72.0,70.0,74.0,76.0,77.0,80.0,82.0,75.0,80.0,81.0,83.0,83.0,85.0
Senegal,Full index,Universal health coverage (UHC) service coverage index,24.0,24.0,25.0,25.0,23.0,25.0,31.0,34.0,36.0,39.0,39.0,40.0,40.0,42.0,41.0,42.0,46.0,47.0,47.0,50.0,49.0,48.0,49.0,48.0
China,Non-communicable diseases,Universal health coverage (UHC) service coverage index,52.0,53.0,53.0,54.0,54.0,54.0,55.0,55.0,56.0,56.0,56.0,57.0,57.0,57.0,57.0,58.0,58.0,58.0,58.0,58.0,59.0,59.0,59.0,59.0
Qatar,Infectious diseases,Universal health coverage (UHC) service coverage index,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Paraguay,Non-communicable diseases,Universal health coverage (UHC) service coverage index,46.0,48.0,50.0,52.0,54.0,55.0,57.0,58.0,60.0,61.0,62.0,63.0,64.0,65.0,66.0,67.0,67.0,68.0,68.0,69.0,69.0,69.0,70.0,70.0
Chad,"Reproductive, maternal, newborn, and child health",Universal health coverage (UHC) service coverage index,21.0,19.0,17.0,15.0,14.0,16.0,19.0,19.0,20.0,22.0,26.0,26.0,27.0,27.0,27.0,27.0,26.0,25.0,24.0,23.0,23.0,23.0,23.0,24.0
Lesotho,"Reproductive, maternal, newborn, and child health",Universal health coverage (UHC) service coverage index,54.0,55.0,57.0,59.0,60.0,62.0,64.0,65.0,67.0,69.0,70.0,72.0,72.0,73.0,73.0,72.0,72.0,72.0,71.0,72.0,72.0,72.0,73.0,73.0
Vietnam,Infectious diseases,Universal health coverage (UHC) service coverage index,49.0,51.0,52.0,54.0,56.0,58.0,61.0,63.0,65.0,67.0,69.0,71.0,73.0,75.0,77.0,79.0,81.0,83.0,85.0,87.0,88.0,90.0,92.0,94.0
Fiji,Non-communicable diseases,Universal health coverage (UHC) service coverage index,46.0,46.0,46.0,47.0,47.0,47.0,48.0,48.0,48.0,48.0,48.0,49.0,49.0,49.0,49.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,51.0
Türkiye,Infectious diseases,Universal health coverage (UHC) service coverage index,87.0,87.0,87.0,88.0,89.0,90.0,91.0,91.0,92.0,93.0,93.0,94.0,95.0,95.0,96.0,96.0,97.0,98.0,98.0,99.0,99.0,99.0,99.0,99.0
Benin,Full index,Universal health coverage (UHC) service coverage index,25.0,24.0,22.0,22.0,24.0,24.0,25.0,30.0,30.0,29.0,31.0,34.0,35.0,30.0,30.0,30.0,26.0,33.0,36.0,34.0,38.0,37.0,35.0,38.0
Grenada,Full index,Universal health coverage (UHC) service coverage index,73.0,73.0,73.0,74.0,74.0,75.0,75.0,76.0,76.0,76.0,76.0,76.0,75.0,76.0,77.0,77.0,77.0,77.0,78.0,78.0,77.0,76.0,75.0,78.0
St. Vincent and the Grenadines,Full index,Universal health coverage (UHC) service coverage index,67.0,68.0,69.0,70.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,75.0,75.0,79.0,78.0,76.0,80.0,79.0,78.0,79.0,77.0,74.0,80.0,80.0
Federal Republic of Somalia,Non-communicable diseases,Universal health coverage (UHC) service coverage index,50.0,51.0,52.0,53.0,54.0,56.0,57.0,57.0,58.0,59.0,60.0,61.0,62.0,63.0,64.0,65.0,66.0,67.0,68.0,69.0,69.0,70.0,70.0,70.0
Finland,Infectious diseases,Universal health coverage (UHC) service coverage index,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
Dominican Republic,Non-communicable diseases,Universal health coverage (UHC) service coverage index,65.0,65.0,66.0,66.0,67.0,68.0,68.0,69.0,69.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,69.0,69.0,70.0,70.0,70.0,70.0,70.0,70.0
Czechia,"Reproductive, maternal, newborn, and child health",Universal health coverage (UHC) service coverage index,77.0,78.0,79.0,80.0,81.0,81.0,82.0,83.0,84.0,84.0,85.0,85.0,85.0,86.0,86.0,86.0,86.0,86.0,86.0,87.0,87.0,87.0,87.0,87.0
Malawi,Service capacity and access,Universal health coverage (UHC) service coverage index,34.0,34.0,34.0,34.0,34.0,32.0,31.0,29.0,27.0,29.0,29.0,28.0,26.0,24.0,23.0,25.0,27.0,30.0,29.0,29.0,33.0,34.0,32.0,35.0
Mexico,Service capacity and access,Universal health coverage (UHC) service coverage index,59.0,55.0,55.0,54.0,54.0,55.0,55.0,56.0,56.0,56.0,57.0,66.0,70.0,75.0,76.0,77.0,78.0,77.0,75.0,73.0,74.0,76.0,73.0,75.0
Bolivia,Full index,Universal health coverage (UHC) service coverage index,45.0,45.0,46.0,47.0,47.0,47.0,46.0,46.0,47.0,49.0,50.0,51.0,56.0,58.0,59.0,61.0,64.0,65.0,65.0,65.0,65.0,66.0,68.0,67.0
United States,Full index,Universal health coverage (UHC) service coverage index,79.0,79.0,80.0,81.0,81.0,82.0,83.0,83.0,83.0,84.0,84.0,85.0,86.0,86.0,86.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,88.0,88.0
Norway,Infectious diseases,Universal health coverage (UHC) service coverage index,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0
Pakistan,Non-communicable diseases,Universal health coverage (UHC) service coverage index,40.0,42.0,43.0,44.0,46.0,47.0,48.0,49.0,50.0,51.0,52.0,52.0,53.0,53.0,54.0,54.0,54.0,55.0,55.0,55.0,56.0,56.0,56.0,56.0
Burundi,Service capacity and access,Universal health coverage (UHC) service coverage index,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,29.0,25.0,30.0,29.0,31.0,24.0,23.0,30.0,32.0,29.0,28.0,26.0
Brazil,Full index,Universal health coverage (UHC) service coverage index,71.0,70.0,71.0,72.0,73.0,74.0,75.0,75.0,76.0,76.0,77.0,80.0,81.0,81.0,82.0,83.0,83.0,83.0,83.0,83.0,84.0,84.0,83.0,84.0
Cook Islands,Full index,Universal health coverage (UHC) service coverage index,70.0,70.0,71.0,72.0,73.0,73.0,73.0,74.0,74.0,74.0,74.0,75.0,75.0,75.0,75.0,74.0,73.0,72.0,74.0,75.0,74.0,74.0,75.0,75.0
