REF_AREA_LABEL,FINANCIAL_HARDSHIP_LABEL,URBANIZATION_LABEL,IC_QUINTILE_LABEL,INDICATOR_LABEL,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Russian Federation,All,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,19.72,,20.05,24.08,26.96,,,,,,,,,,,,,,,,,,,
Mozambique,All,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,,11.85,,,,,,8.01,,,,,6.89,,,,
Ghana,All,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,,,,,,12.16,,,,7.66,,,,,,,
Uzbekistan,All,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,33.86,,29.25,30.3,,,,,,,,,,,,,,,,,,,,
United Kingdom,All,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,6.61,,,,,6.39,,,6.57,6.75,6.94,6.28,6.42,6.69,6.91,7.08,8.04,7.33,7.78,8.8,7.04,7.47,,
Nepal,All,Rural area,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,51.06,,,,,,,,,,34.66,35.34,35.72,34.6,,,,,,29.68,
Costa Rica,All,Total,Wealth quintile 2,Population facing financial hardship due to out-of-pocket health expenditure,,,,,28.74,,,,,,,,22.61,,,,,,18.59,,,,,
El Salvador,All,Rural area,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,,,,,,,,7.45,,21.68,19.42,17.88,18.38,,,,
Norway,All,Total,Wealth quintile 2,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,,,,,,,,,,,,,,,,,
Chile,All,Total,Wealth quintile 1 (poorest),Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,43.09,,,,,47.23,,,,,57.99,,,,,59.78,,
Mauritius,All,Total,Wealth quintile 5 (richest),Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,1.96,,,,,,3.08,,,,,3.27,,,,,,4.94
Azerbaijan,Large OOP,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,4.26,4.11,4.95,4.73,,,,,,,,,,,,,,,,,,
Kiribati,All,Total,Wealth quintile 5 (richest),Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,
Lebanon,All,Total,Wealth quintile 4,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,,,,,,,,,,,,,,,,,
Honduras,All,Total,Wealth quintile 4,Population facing financial hardship due to out-of-pocket health expenditure,,,,,0.11,,,,,,,,,,,,,,,,,,,
Ukraine,All,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,34.69,30.65,32.17,26.75,27.11,25.5,23.63,22.26,18.54,21.17,24.74,23.57,23.76,,,,,,,,,
North Macedonia,All,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,26.98,,15.19,13.81,15.26,13.14,12.42,,,10.12,10.43,8.5,14.35,11.16,11.22,12.91,11.65,10.54,7.78,11.25,11.71,10.74,11.15,12.02
"Iran, Islamic Rep.",All,Total,Wealth quintile 1 (poorest),Population facing financial hardship due to out-of-pocket health expenditure,,,,,,66.62,64.93,,,60.34,,,,54.7,,,57.09,54.63,50.33,51.87,54.87,55.29,51.69,
Estonia,All,Urban area,All,Population facing financial hardship due to out-of-pocket health expenditure,10.02,,,11.63,11.43,10.43,,,,,,,,,,,,,,,,,,
Cambodia,All,Urban area,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,,,18.11,12.75,34.08,,,,,,,,,,8.48,,11.72
Lao PDR,All,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,21.25,,,,,18.95,,,,,21.16,,,,,,13.16,,,,,
Honduras,All,Total,Wealth quintile 5 (richest),Population facing financial hardship due to out-of-pocket health expenditure,,,,,0.19,,,,,,,,,,,,,,,,,,,
Netherlands,Impoverishing,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,,,,,,,,,2.28,,,,,,,,
Portugal,All,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,27.21,,,,,,,,,,31.46,,,,,39.21,,,,,,,27.08,
Madagascar,All,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,,,,60.39,,54.7,,,,,,,,,,,
"Egypt, Arab Rep.",All,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,,,,,,33.14,,,,,36.87,,37.89,,,,
Liberia,All,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,,,,,,,,53.13,,54.51,,,,,,,
Poland,All,Rural area,All,Population facing financial hardship due to out-of-pocket health expenditure,22.91,22.82,23.35,26.95,29.14,23.84,22.57,22.13,21.63,22.13,21.04,21.64,20.73,20.68,20.77,20.78,20.62,20.43,19.1,18.6,,,,
Indonesia,All,Urban area,All,Population facing financial hardship due to out-of-pocket health expenditure,,35.01,37.49,,29.48,25.49,25.69,26.83,,25.66,24.72,27.84,25.15,26.8,29.16,29.24,26.9,26.1,25.41,22.55,23.19,23.43,22.02,21.63
United Kingdom,All,Total,Wealth quintile 3,Population facing financial hardship due to out-of-pocket health expenditure,0.36,,,,,0.87,,,0.7,0.48,0.17,0.82,0.43,0.34,0.34,1.0,1.48,0.45,0.78,1.03,1.06,0.75,,
Bulgaria,All,Rural area,All,Population facing financial hardship due to out-of-pocket health expenditure,,22.9,,,,14.61,,,,,22.15,,,,,23.05,25.36,26.6,26.11,33.53,,28.76,23.08,20.6
Central African Republic,All,Total,Wealth quintile 2,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,,53.09,,,,,,,,,,,,,77.28,,
Togo,Large OOP,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,3.42,,,,,1.76,,,,6.06,,,4.84,,,5.1,,
Andorra,Impoverishing,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,,,,,,,,,,,,,4.5,5.02,4.61,3.34,3.58
Tajikistan,Further impoverished,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,11.58,,14.43,,,,20.2,21.34,,26.03,24.42,24.66,,,,,
Lesotho,All,Urban area,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,,,,,,,,,,,17.94,,,,,,
Vietnam,All,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,44.96,,42.11,,,,32.39,,29.81,,,,27.04,,27.0,,24.23,,,
Sri Lanka,All,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,,,,,,,,,,6.31,,,4.83,,,,
Guatemala,All,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,28.33,,,,,,,,,,,22.22,,,,,,,,,,,,23.93
"Yemen, Rep.",All,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,,,,,,,,22.92,,,,,,,,,
Guinea,Pushed into poverty,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,2.33,,,,,1.81,,,,,2.15,,,,,,2.59,,,,,
Luxembourg,Pushed into poverty,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,,,,1.23,,1.31,1.07,1.08,0.9,1.22,1.23,,1.37,2.86,1.58,1.17,0.92
Kazakhstan,All,Total,Wealth quintile 2,Population facing financial hardship due to out-of-pocket health expenditure,,55.87,46.1,39.16,33.15,2.29,6.1,4.47,3.93,2.44,3.2,1.33,1.61,1.38,1.66,1.64,4.2,,4.11,,,,,
Armenia,Impoverishing,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,10.97,10.52,9.82,11.26,9.39,6.65,8.21,6.02,8.0,13.24,11.79,11.37,9.99,12.13,12.72,15.81,12.24,11.93,13.5,11.04,,,
Eswatini,Impoverishing,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,42.84,,,,,,,,,,,,,,,,23.73,,,,,,,
"Iran, Islamic Rep.",All,Total,Wealth quintile 3,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,5.83,5.38,,,5.72,,,,4.47,,,8.69,5.83,6.03,5.45,5.16,5.81,4.13,
Nepal,All,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,27.37,,,,,,,,,,,,,18.2,,,,,,27.68,
Panama,All,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,12.69,,,,,,,,,,,,,,,,,,,,
Dominican Republic,All,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,,,,,,,,,,,,3.28,,,,,
Mexico,All,Total,Wealth quintile 1 (poorest),Population facing financial hardship due to out-of-pocket health expenditure,,,,,69.32,,,,46.05,,37.9,,39.52,,47.44,,48.52,,47.24,,60.88,,61.25,
Guinea-Bissau,All,Total,Wealth quintile 3,Population facing financial hardship due to out-of-pocket health expenditure,,,66.98,,,,,,,,68.86,,,,,,,,17.45,,,21.37,,
Tonga,Large OOP,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,,,,,,,,,0.17,,,,,,0.09,,
Solomon Islands,All,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,,,,,,7.03,,,,,,,,,,,
Jamaica,All,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,40.61,48.31,,,,31.94,30.01,24.21,,20.23,21.4,28.15,34.27,30.51,23.33,20.0,28.55,,32.45,,
Armenia,All,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,20.79,23.25,22.04,27.48,25.36,14.13,16.06,13.54,16.16,29.1,24.34,26.12,25.59,,,32.12,,29.61,34.4,35.96,,,
Barbados,All,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,,,,,,,,,,18.0,,,,,,,
Costa Rica,All,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,,,,,,,,,,,,12.47,,,,,
Sudan,All,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,,,15.4,,,,,,,,,,,,,,
Comoros,All,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,,,,,,,,33.87,,,,,,,,,
United States,All,Total,Wealth quintile 3,Population facing financial hardship due to out-of-pocket health expenditure,2.08,2.43,2.16,2.12,1.57,2.02,1.38,1.4,1.2,1.36,1.51,1.53,1.51,1.74,1.54,1.56,1.24,1.45,1.4,1.37,1.44,1.56,1.6,1.23
Ghana,All,Total,Wealth quintile 1 (poorest),Population facing financial hardship due to out-of-pocket health expenditure,,,,,,72.27,,,,,,,63.97,,,,56.19,,,,,,,
Azerbaijan,Impoverishing,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,6.03,7.33,4.43,4.33,,,,,,,,,,,,,,,,,,
Senegal,All,Total,Wealth quintile 5 (richest),Population facing financial hardship due to out-of-pocket health expenditure,,0.32,,,,0.0,,,,,,0.08,,,,,,,1.0,,,0.26,,
Netherlands,Large OOP,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,,,,,,,,,0.89,,,,,,,,
Sweden,All,Total,Wealth quintile 5 (richest),Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,All,Rural area,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,21.96,,,,,,,,,,,,33.33,,,,,,
China,All,Urban area,All,Population facing financial hardship due to out-of-pocket health expenditure,,,21.95,,,,,14.32,,,,,,,,,,,20.08,,,,,
Belgium,All,Total,Wealth quintile 3,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,,,2.17,,,,,,,,,,,,,,
Azerbaijan,All,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,14.4,16.46,13.85,12.2,,,,,,,,,,,,,,,,,,
Benin,All,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,61.28,,,,,,,,,,,,46.32,,,40.81,,,,,
Côte d’Ivoire,All,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,10.68,,,,,,7.52,,,,,,,2.75,,,1.25,,,2.08,,
Denmark,All,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,,,,11.01,,,,,,,,,,,,,
Jamaica,All,Rural area,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,31.47,,,,,,,,,,,,,,,,,27.37,,
Brazil,Impoverishing,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,,24.12,,,,,,,,,20.05,,,,,,
Kosovo,All,Total,Wealth quintile 5 (richest),Population facing financial hardship due to out-of-pocket health expenditure,,,,1.44,,1.03,0.33,,,0.78,1.9,1.5,,,,,2.31,,,,,,,
Pakistan,All,Rural area,All,Population facing financial hardship due to out-of-pocket health expenditure,,57.59,,,52.89,,,49.2,,,45.19,47.5,,45.76,,44.07,,,,,,,,
Solomon Islands,All,Total,Wealth quintile 1 (poorest),Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,,,,,,17.05,,,,,,,,,,,
El Salvador,All,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,,,,,,,,2.76,,,5.83,6.3,6.47,,,,
Uzbekistan,All,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,23.37,,27.77,25.9,,,,,,,,,,,,,,,,,,,,
Kosovo,All,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,25.91,19.51,,,,,,,,,,,,,,,,,
China,All,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,31.06,,,,,,,,,,,,,,,,,,,,,
Kenya,All,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,44.4,,,,,,,,,,40.41,,,,,,,,
Zambia,All,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,13.99,,,,8.85,,,,,2.42,,,,,,,,
Indonesia,All,Total,Wealth quintile 2,Population facing financial hardship due to out-of-pocket health expenditure,62.64,96.5,94.2,,92.41,89.08,90.39,93.94,,74.84,71.61,69.84,64.09,70.4,74.08,69.46,71.71,63.62,52.9,43.75,54.01,50.54,45.85,41.57
Nicaragua,All,Total,Wealth quintile 2,Population facing financial hardship due to out-of-pocket health expenditure,,71.86,,,,,,,,62.54,,,,,51.14,,,,,,,,,
Oman,Large OOP,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,All,Urban area,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,5.52,,,,,,21.93,,,15.39,,,,17.99,,,
Tajikistan,Large OOP,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,2.57,,6.12,,,,4.76,4.94,,5.48,5.22,6.18,5.21,,,,
Angola,Impoverishing,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,,7.63,,,,,,,,,,31.72,,,,,
Nicaragua,Further impoverished,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,27.13,,,,,,,,22.73,,,,,18.21,,,,,,,,,
El Salvador,Pushed into poverty,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,,,,,,,,0.32,,0.86,0.81,0.76,0.74,,,,
Madagascar,Impoverishing,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,43.93,,,,,58.66,,52.46,,,,,,,,,8.08,,
Costa Rica,All,Total,Wealth quintile 1 (poorest),Population facing financial hardship due to out-of-pocket health expenditure,,,,,37.45,,,,,,,,39.13,,,,,,42.98,,,,,
Guatemala,Impoverishing,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,23.25,,,,,,,,,,,11.38,,,20.1,,,,,,,,,18.48
India,All,Urban area,All,Population facing financial hardship due to out-of-pocket health expenditure,17.29,23.75,,23.64,28.91,,23.06,17.65,,28.44,,30.09,,,,,,,,,,,15.61,
Cambodia,All,Total,Wealth quintile 4,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,,,13.97,12.0,7.43,,,7.59,,,,,7.49,,6.35,,6.9
Sierra Leone,Further impoverished,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,40.97,,,,,,,,30.14,,,,,,,37.19,,,,,
Armenia,All,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,14.54,14.0,14.27,18.84,14.97,13.11,11.14,8.74,11.52,19.12,16.53,14.73,13.95,,,18.24,,15.12,21.59,18.01,,,
Kyrgyz Republic,All,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,38.1,36.73,,,30.91,53.46,43.38,,42.79,40.46,47.34,26.34,9.66,15.51,17.09,21.73,16.44,,,15.15,,16.28,13.95,
Myanmar,All,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,,,,,,,,,25.34,,,,,,,,
Central African Republic,All,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,,26.18,,,,,,,,,,,,,35.69,,
Armenia,All,Total,Wealth quintile 5 (richest),Population facing financial hardship due to out-of-pocket health expenditure,,17.01,19.56,19.6,25.42,23.56,19.17,11.97,9.08,8.89,10.74,7.32,10.73,11.23,11.7,17.22,11.5,15.79,12.94,19.9,16.23,,,
Poland,All,Total,Wealth quintile 1 (poorest),Population facing financial hardship due to out-of-pocket health expenditure,59.91,59.23,60.16,61.42,63.97,57.7,58.27,59.88,58.62,60.83,56.81,60.16,57.31,60.62,60.92,59.57,60.73,60.34,55.54,52.53,,,,
Syrian Arab Republic,All,Total,Wealth quintile 4,Population facing financial hardship due to out-of-pocket health expenditure,,,,0.82,,,,1.92,,,,,,,,,,,,,,,,
Kenya,Pushed into poverty,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,1.53,,,,,,,,,,1.54,,,,,,,,
Guinea,All,Total,Wealth quintile 2,Population facing financial hardship due to out-of-pocket health expenditure,,,67.27,,,,,83.62,,,,,60.32,,,,,,85.46,,,,,
Bhutan,All,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,12.45,,,,13.53,,,,,8.44,,,,,,,,,,16.89,
Panama,All,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,25.89,,,,,,,,,,,,,,,,,,,,
Sri Lanka,All,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,,,,,,,,,,12.34,,,9.4,,,,
"Egypt, Arab Rep.",All,Total,Wealth quintile 1 (poorest),Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,,99.1,,,,95.98,,,94.42,,97.9,,95.69,,,,
Russian Federation,Pushed into poverty,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,0.83,0.71,0.88,0.64,0.68,,,,,,1.43,1.3,,1.65,1.46,,,,,,,,,
Tanzania,All,Total,Wealth quintile 3,Population facing financial hardship due to out-of-pocket health expenditure,78.25,,,,,,,79.16,,,,18.17,,,,,,,40.97,,46.24,,,
Spain,All,Total,Wealth quintile 4,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,1.44,1.68,1.49,1.57,1.31,1.59,1.56,0.98,1.82,1.69,1.13,1.75,1.07,1.28,2.15,1.75,1.85,1.84
Benin,All,Total,Wealth quintile 5 (richest),Population facing financial hardship due to out-of-pocket health expenditure,,,,2.64,,,,,,,,1.27,,,,1.29,,,2.47,,,2.85,,
Ecuador,All,Total,Wealth quintile 4,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,,,,,5.27,,3.58,,,,,,,,,,
Norway,All,Total,Wealth quintile 5 (richest),Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,,,,,,,,,,,,,,,,,
Germany,All,Total,All,Population facing financial hardship due to out-of-pocket health expenditure,,,,,,,,,,,4.8,,,,,,,,,,,,,
